artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,ID,Gender,Age,Country,Genres,Followers,URI
Anastacia,Left Outside Alone,257426,FALSE,2004,65,0.663,0.746,2,-3.567,0,0.0321,0.0697,0,0.0929,0.325,102.847,pop,2siHvYaxjaW5rKVRiIrMYH,female,51,US,[],377924,spotify:artist:2siHvYaxjaW5rKVRiIrMYH
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,FALSE,2003,55,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,"pop, R&B",3DiDSECUqqY1AuBP8qtaIa,female,39,US,"['neo soul', 'pop', 'r&b']",11338358,spotify:artist:3DiDSECUqqY1AuBP8qtaIa
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,TRUE,2005,68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.60E-06,0.282,0.645,106.328,hip hop,5me0Irg2ANcsgc93uaYrpb,male,24,US,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",9631256,spotify:artist:5me0Irg2ANcsgc93uaYrpb
M83,Midnight City,243960,FALSE,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.40E-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic",63MQldklfxkjYDoUE4Tppz,mixed,19,FR,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",2336478,spotify:artist:63MQldklfxkjYDoUE4Tppz
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,FALSE,2012,61,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Sam Smith,Money On My Mind,192670,FALSE,2014,62,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,pop,2wY79sveU1sp5g7SokKOiI,other,28,GB,"['pop', 'uk pop']",23538152,spotify:artist:2wY79sveU1sp5g7SokKOiI
Justin Bieber,Sorry,200786,FALSE,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,pop,1uNFoZAHBGtllmzznpCI3s,male,26,CA,"['canadian pop', 'pop']",75112165,spotify:artist:1uNFoZAHBGtllmzznpCI3s
Selena Gomez,Wolves,197993,FALSE,2017,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,pop,0C8ZW7ezQVs4URX5aX7Kqx,female,28,US,"['pop', 'post-teen pop']",47194902,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx
Mariah Carey,It's Like That,203360,FALSE,2005,0,0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,95.953,"pop, R&B",4iHNK0tOyZPYnBU7nGAgpQ,female,50,US,"['dance pop', 'pop', 'urban contemporary']",9597639,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ
Mary J. Blige,One,260466,FALSE,2005,64,0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888,"pop, R&B",1XkoF8ryArs86LZvFOkbyr,mixed,0,US,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",3728981,spotify:artist:1XkoF8ryArs86LZvFOkbyr
Trey Songz,Na Na,231906,FALSE,2015,62,0.67,0.476,9,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,"hip hop, pop, R&B",2iojnBLj0qIMiKPvVhLnsH,male,35,US,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",7482041,spotify:artist:2iojnBLj0qIMiKPvVhLnsH
Birdy,Wings,252106,FALSE,2013,48,0.474,0.707,7,-4.534,1,0.0253,0.0831,0,0.162,0.224,83.235,pop,2WX2uTcsvV5OnS0inACecP,female,24,GB,"['neo mellow', 'uk pop', 'viral pop']",3775859,spotify:artist:2WX2uTcsvV5OnS0inACecP
Calvin Harris,We'll Be Coming Back (feat. Example),234360,FALSE,2012,62,0.596,0.952,7,-4.364,1,0.0873,0.00131,0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Ariana Grande,Side To Side,226160,TRUE,2016,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,pop,66CXWjxzNUsdJxJ2JdwvnR,female,27,US,['pop'],95710972,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
Lauv,I Like Me Better,197436,FALSE,2018,81,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,"pop, Dance/Electronic",5JZ7CnR6gTvEMKX4g70Amv,male,25,US,['pop'],6098653,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv
Timbaland,Apologize,184400,FALSE,2007,74,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,"hip hop, pop, R&B",5Y5TRrQiqgUO4S36tzjIRZ,male,48,US,"['dance pop', 'pop', 'pop rap']",2709838,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,203333,FALSE,1999,64,0.829,0.915,8,-3.205,1,0.106,0.226,1.25E-05,0.246,0.779,118.903,pop,1l7ZsJRRS8wlW3WfJfPfNS,female,39,US,"['dance pop', 'pop']",7991477,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS
Flo Rida,My House,192190,FALSE,2015,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop",0jnsk9HBra6NMjO2oANoPY,male,40,US,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",8907401,spotify:artist:0jnsk9HBra6NMjO2oANoPY
Jonas Brothers,Burnin' Up,175093,FALSE,2008,68,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.03,pop,7gOdHgIoIKoe4i9Tta6qdD,mixed,15,US,"['boy band', 'pop']",7376219,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD
Black Eyed Peas,Don't Lie,219000,FALSE,2005,61,0.662,0.785,9,-5.299,1,0.186,0.16,0,0.0784,0.604,89.885,"hip hop, pop",1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Black Eyed Peas,Pump It,213066,FALSE,2005,75,0.648,0.931,1,-3.15,0,0.181,0.00937,0,0.752,0.744,153.649,"hip hop, pop",1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Tame Impala,The Less I Know The Better,216320,TRUE,2015,83,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal,5INjqkS1o8h1imAzPqGZBb,mixed,13,AU,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",7172278,spotify:artist:5INjqkS1o8h1imAzPqGZBb
Kygo,Stole the Show,222813,FALSE,2016,0,0.678,0.633,8,-6.443,0,0.171,0.151,0,0.147,0.478,99.886,"pop, Dance/Electronic",23fqKkggKUBHNkbKtXEls4,male,28,NO,"['edm', 'pop', 'pop dance', 'tropical house']",8457568,spotify:artist:23fqKkggKUBHNkbKtXEls4
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,TRUE,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,"hip hop, pop",1YfEcTuGvBQ8xSD1f53UnK,male,48,US,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2620656,spotify:artist:1YfEcTuGvBQ8xSD1f53UnK
Katy Perry,Last Friday Night (T.G.I.F.),230746,FALSE,2012,74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Avril Lavigne,When You're Gone,240493,FALSE,2007,68,0.457,0.719,4,-3.921,0,0.0323,0.191,0,0.228,0.168,142.034,pop,0p4nmQO2msCgU4IF37Wi3j,female,35,CA,"['canadian pop', 'candy pop', 'dance pop', 'pop']",10579526,spotify:artist:0p4nmQO2msCgU4IF37Wi3j
Camila Cabello,Never Be the Same,226973,FALSE,2018,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,pop,4nDoRrQiYLoBzwC5BhVJzF,female,23,US,"['dance pop', 'pop']",32327077,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF
Katy Perry,Unconditionally,228878,FALSE,2013,0,0.555,0.729,7,-4.813,1,0.0387,0.00357,0,0.209,0.369,129.003,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
P!nk,U + Ur Hand,214386,TRUE,2006,0,0.709,0.891,0,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Christina Aguilera,Fighter,245960,FALSE,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,pop,1l7ZsJRRS8wlW3WfJfPfNS,female,39,US,"['dance pop', 'pop']",7991477,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS
OneRepublic,Rich Love (with Seeb),201256,FALSE,2017,64,0.401,0.872,1,-3.641,0,0.314,0.167,0,0.362,0.472,104.592,pop,5Pwc4xIPtQLFEnJriah9YJ,mixed,16,US,"['piano rock', 'pop']",16641267,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
Gigi D'Agostino,L'Amour Toujours,238759,FALSE,2011,1,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,pop,1OAjDaKgg00KCUYqDe68un,male,52,IT,"['eurodance', 'italo dance']",814520,spotify:artist:1OAjDaKgg00KCUYqDe68un
Billie Eilish,Bored,180933,FALSE,2017,84,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,"pop, Dance/Electronic",6qqNVTkY8uBg9cP3Jd7DAH,female,18,US,"['art pop', 'pop']",89957369,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH
Sia,Elastic Heart,257200,FALSE,2014,70,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,pop,5WUlDfRSoLAfcVSX1WnrxN,female,44,AU,"['australian dance', 'australian pop', 'pop']",27476664,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
Marc Anthony,You Sang To Me,347106,FALSE,1999,56,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,"pop, latin",4wLXwxDeWQ8mtUIRPxGiD6,male,51,US,"['latin pop', 'modern salsa', 'salsa', 'tropical']",9480020,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6
U2,Sometimes You Can't Make It On Your Own,305080,FALSE,2004,56,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96,"World/Traditional, rock",51Blml2LZPmy7TTiAg47vQ,mixed,44,IE,"['irish rock', 'permanent wave', 'rock']",11810788,spotify:artist:51Blml2LZPmy7TTiAg47vQ
Justin Bieber,As Long As You Love Me,229466,FALSE,2012,67,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,pop,1uNFoZAHBGtllmzznpCI3s,male,26,CA,"['canadian pop', 'pop']",75112165,spotify:artist:1uNFoZAHBGtllmzznpCI3s
Drake,God's Plan,198973,TRUE,2018,81,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Sia,Cheap Thrills (feat. Sean Paul),224813,FALSE,2016,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,pop,5WUlDfRSoLAfcVSX1WnrxN,female,44,AU,"['australian dance', 'australian pop', 'pop']",27476664,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
Maroon 5,Misery,216200,FALSE,2010,67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0,0.216,0.726,102.978,pop,04gDigrS5kc9YWfZHwBETP,mixed,18,US,['pop'],41996696,spotify:artist:04gDigrS5kc9YWfZHwBETP
Chris Brown,With You,252120,FALSE,2007,70,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,"hip hop, pop, R&B",7bXgB6jMjp9ATFy66eO08Z,male,31,US,"['r&b', 'rap']",21064273,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
T.I.,What You Know,274333,TRUE,2006,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,"hip hop, pop",4OBJLual30L7gRl5UkeRcT,male,39,US,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4742702,spotify:artist:4OBJLual30L7gRl5UkeRcT
Outkast,The Whole World (feat. Killer Mike),295346,TRUE,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32E-06,0.0288,0.717,184.682,"hip hop, pop",1G9G7WwrXka3Z1r7aIDjI7,mixed,29,US,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2450129,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
Flo Rida,Good Feeling,248133,FALSE,2012,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop",0jnsk9HBra6NMjO2oANoPY,male,40,US,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",8907401,spotify:artist:0jnsk9HBra6NMjO2oANoPY
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,FALSE,2016,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81E-05,0.251,0.501,121.969,"pop, Dance/Electronic",7keGfmQR4X5w0two1xKZ7d,male,23,FR,"['edm', 'pop dance', 'uk dance']",935600,spotify:artist:7keGfmQR4X5w0two1xKZ7d
Sia,Chandelier,216120,FALSE,2014,78,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,pop,5WUlDfRSoLAfcVSX1WnrxN,female,44,AU,"['australian dance', 'australian pop', 'pop']",27476664,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,FALSE,2011,68,0.878,0.746,11,-4.281,1,0.0451,0.0476,0,0.154,0.792,111.996,"hip hop, pop, Dance/Electronic",0gusqTJKxtU1UTmNRMHZcv,male,35,GB,"['grime', 'instrumental grime']",464007,spotify:artist:0gusqTJKxtU1UTmNRMHZcv
Petit Biscuit,Sunset Lover,237792,FALSE,2015,71,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic,6gK1Uct5FEdaUWRWpU4Cl2,male,20,FR,['new french touch'],951012,spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2
Maroon 5,Sugar,235493,TRUE,2014,0,0.744,0.783,1,-7.077,1,0.0337,0.0553,0,0.086,0.885,120.042,pop,04gDigrS5kc9YWfZHwBETP,mixed,18,US,['pop'],41996696,spotify:artist:04gDigrS5kc9YWfZHwBETP
Chris Brown,Kiss Kiss (feat. T-Pain),250666,FALSE,2007,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,"hip hop, pop, R&B",7bXgB6jMjp9ATFy66eO08Z,male,31,US,"['r&b', 'rap']",21064273,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
Grimes,Oblivion,251266,FALSE,2012,0,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,"pop, rock, Dance/Electronic",053q0ukIDRgzwTr4vNSwab,female,32,CA,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']",2201479,spotify:artist:053q0ukIDRgzwTr4vNSwab
Christina Aguilera,Candyman,194213,FALSE,2006,66,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,pop,1l7ZsJRRS8wlW3WfJfPfNS,female,39,US,"['dance pop', 'pop']",7991477,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS
"Tyler, The Creator",EARFQUAKE,190066,TRUE,2019,80,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,hip hop,4V8LLVI7PbaPR0K2TGSxFF,male,29,US,"['hip hop', 'rap']",13441138,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF
Demi Lovato,Cool for the Summer,214746,TRUE,2015,0,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,pop,6S2OmqARrzebs0tKUEyXyp,female,27,US,"['pop', 'post-teen pop']",26513961,spotify:artist:6S2OmqARrzebs0tKUEyXyp
Juanes,La Camisa Negra,216706,FALSE,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007,"pop, latin",0UWZUmn7sybxMCqrw9tGa7,male,47,CO,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']",4650712,spotify:artist:0UWZUmn7sybxMCqrw9tGa7
Kelly Rowland,Commander,218106,FALSE,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46E-06,0.362,0.567,124.638,"hip hop, pop, R&B",3AuMNF8rQAKOzjYppFNAoB,female,39,US,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",3536679,spotify:artist:3AuMNF8rQAKOzjYppFNAoB
Post Malone,Goodbyes (Feat. Young Thug),174960,TRUE,2019,1,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,hip hop,246dkjvS1zLTtiykXe5h60,male,25,US,"['dfw rap', 'melodic rap', 'pop', 'rap']",43130108,spotify:artist:246dkjvS1zLTtiykXe5h60
Lana Del Rey,Doin' Time,202192,TRUE,2019,80,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,pop,00FQb4jTyendYWaN8pK0wa,female,35,US,"['art pop', 'pop']",30603103,spotify:artist:00FQb4jTyendYWaN8pK0wa
Selena Gomez,Same Old Love,229080,FALSE,2015,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,pop,0C8ZW7ezQVs4URX5aX7Kqx,female,28,US,"['pop', 'post-teen pop']",47194902,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx
Black Eyed Peas,Don't Phunk With My Heart,239773,FALSE,2005,62,0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.547,0.604,130.889,"hip hop, pop",1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Drake,Passionfruit,298940,TRUE,2017,0,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Coldplay,Violet Hill,222653,FALSE,2008,63,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Desiigner,Panda,246761,TRUE,2016,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,"hip hop, pop",7pFeBzX627ff0VnN6bxPR4,male,23,US,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",3548691,spotify:artist:7pFeBzX627ff0VnN6bxPR4
Ozuna,Vaina Loca,176133,FALSE,2018,72,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,latin,1i8SpTcr7yvPOmcqrbnVXY,male,28,PR,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",38192380,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY
Ludacris,Rollout (My Business),296586,TRUE,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0,0.592,0.892,131.059,"hip hop, pop",3ipn9JLAPI5GUEo4y4jcoi,male,42,US,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2758032,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi
Rita Ora,Anywhere,215064,FALSE,2017,63,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,"hip hop, pop, Dance/Electronic",5CCwRZC6euC8Odo6y9X8jr,female,29,GB,"['dance pop', 'pop', 'uk pop']",8393377,spotify:artist:5CCwRZC6euC8Odo6y9X8jr
Sam Smith,How Do You Sleep?,202204,FALSE,2019,73,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,pop,2wY79sveU1sp5g7SokKOiI,other,28,GB,"['pop', 'uk pop']",23538152,spotify:artist:2wY79sveU1sp5g7SokKOiI
Lifehouse,Hanging By A Moment,216360,FALSE,2000,61,0.537,0.858,1,-4.903,1,0.0349,0.000966,0,0.0812,0.502,124.599,"pop, rock, metal",5PokPZn11xzZXyXSfnvIM3,mixed,24,US,"['neo mellow', 'pop rock', 'post-grunge']",1995515,spotify:artist:5PokPZn11xzZXyXSfnvIM3
Lunay,Soltera - Remix,266086,FALSE,2019,70,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,"pop, latin",47MpMsUfWtgyIIBEFOr4FE,male,20,PR,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",9187581,spotify:artist:47MpMsUfWtgyIIBEFOr4FE
Red Hot Chili Peppers,Snow (Hey Oh),334666,FALSE,2006,79,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,rock,0L8ExT028jH3ddEcZwqJJ5,mixed,37,US,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20449006,spotify:artist:0L8ExT028jH3ddEcZwqJJ5
Katy Perry,Wide Awake,220946,FALSE,2012,65,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64E-06,0.392,0.575,159.814,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Skrillex,Bangarang (feat. Sirah),215253,TRUE,2011,70,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22E-05,0.317,0.576,110.026,"hip hop, pop, Dance/Electronic",5he5w2lnU9x7JFhnwcekXX,male,32,US,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",8123059,spotify:artist:5he5w2lnU9x7JFhnwcekXX
Kings of Leon,Sex on Fire,203346,FALSE,2008,80,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,rock,2qk9voo8llSGYcZ6xrBzKx,mixed,21,US,"['modern rock', 'rock']",5319151,spotify:artist:2qk9voo8llSGYcZ6xrBzKx
X Ambassadors,Renegades,195200,FALSE,2015,75,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop",3NPpFNZtSTHheNBaWC82rB,mixed,11,US,"['modern alternative rock', 'modern rock', 'stomp pop']",2972465,spotify:artist:3NPpFNZtSTHheNBaWC82rB
Drake,Hotline Bling,267066,FALSE,2016,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
The Vamps,Middle Of The Night,174600,FALSE,2017,61,0.588,0.749,11,-4.323,0,0.058,0.0037,0,0.0813,0.397,130.093,pop,7gAppWoH7pcYmphCVTXkzs,mixed,8,GB,"['boy band', 'pop']",5869504,spotify:artist:7gAppWoH7pcYmphCVTXkzs
Twenty One Pilots,Ride,214506,FALSE,2015,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,rock,3YQKmKGau1PzlVlkL1iodx,mixed,11,US,"['modern rock', 'pop', 'pov: indie', 'rock']",24217691,spotify:artist:3YQKmKGau1PzlVlkL1iodx
Mario,Let Me Love You,256733,FALSE,2004,72,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,"pop, R&B",20s0P9QLxGqKuCsGwFsp7w,male,33,US,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",3337657,spotify:artist:20s0P9QLxGqKuCsGwFsp7w
Galantis,Runaway (U & I),227073,FALSE,2015,74,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"pop, Dance/Electronic",4sTQVOfp9vEMCemLw50sbu,mixed,8,SE,"['dance pop', 'edm', 'pop', 'pop dance']",3391933,spotify:artist:4sTQVOfp9vEMCemLw50sbu
Adele,Set Fire to the Rain,242973,FALSE,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66E-06,0.112,0.445,107.995,"pop, R&B",4dpARuHxo51G3z768sgnrY,female,32,GB,"['british soul', 'pop', 'pop soul', 'uk pop']",53224523,spotify:artist:4dpARuHxo51G3z768sgnrY
Anuel AA,China,301714,FALSE,2019,76,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,latin,2R21vXR83lH98kGeO99Y66,male,27,PR,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",34229041,spotify:artist:2R21vXR83lH98kGeO99Y66
P!nk,So What,215160,TRUE,2008,76,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Sean Paul,No Lie,221176,FALSE,2018,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,"hip hop, pop",3Isy6kedDrgPYoTS1dazA9,male,47,JM,"['dance pop', 'dancehall', 'pop', 'pop rap']",4582173,spotify:artist:3Isy6kedDrgPYoTS1dazA9
Doja Cat,Juicy,202333,TRUE,2019,57,0.786,0.658,0,-2.61,1,0.0661,0.0856,0,0.0689,0.458,170.037,pop,5cj0lLjcoR7YOSnhnX0Po5,female,24,US,"['dance pop', 'pop']",27692820,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
